ispu,kategori,pm25,pm10,no2,so2,co,o3,polutan_dominan,polutan_dominan_nilai,tanggal_update,tahun_data
76,Sedang,76,52,34,34,14,22,PM2.5,76,31 Okt 2025,2024–2025
